"restaurant_name","city","state","zip","lat","long"
"Fiore's Bakery","Boston","MA","02130",42.35186,-71.05719
"Simple Simon's Pizza","Mountain View","OK","73062",NA,-98.7491
"Que Car Bbq","Marblemount","WA","98267",48.52672,-121.43374
"Domino's","Farmington","NM","87402",NA,NA
"Fazoli's","Mesa","AZ","85205",33.415687,-111.68579
"American Bar & Grill","Tallahassee","FL","32309",30.540988,-84.225627
"Alta Healthy Cafe","Kirkland","WA","98034",47.712154,-122.176575
"Logan's Roadhouse","Chico","CA","95926",39.726991,-121.807507
"Fazoli's","Hagerstown","MD","21740",39.628704,-77.765179
"The Dan'l Webster Inn Restaurant","","MA","02563",41.758606,-70.49741
"Kozeta's Restaurant","Westbrook","ME","04092",43.7201,-70.33824
"La Pizza Loca","Pacoima","CA","91331",34.24838,-118.420905
"Lenny's Sub Shop","Madison","AL","35758",34.642352,-86.840732
"India's Flavor","Glendale","CA","91204",34.1446,-118.254902
"Captain Jack's Stronghold Restaurant","Tulelake","CA","96134",NA,NA
"Natural Selection","Portland","OR","97211",45.55905,-122.634255
"Rice Thai Authentic Thai Restaurant - Lithonia","Lithonia","GA","30038",33.693028,-84.094447
"Crystal Thai","Arlington","VA","22203",38.867146,-77.1157123
"Bangkok Cuisine","San Jose","CA","95129",37.2921336,-121.9945315
"Braum's Ice Cream & Dairy Stores","Fort Worth","TX","76116",32.724541,-97.474718
"Dragonfly Cafe","Stuart","FL","34997",27.165492,-80.228182
"Rosarios Pasta & Wood Fired Pizza","Medford","OR","97501",42.32364,-122.89815
"Round Table","Yuma","AZ","85364",32.698513,-114.650909
"Buck's Pizza","Madison","WI","53705",43.082836,-89.47526
"Two Vegan Sistas","Memphis","TN","38134",35.185507,-89.854706
"Thai Vegan","Albuquerque","NM","87109",NA,NA
"Ashkara Vegetarian Cafe","New York","NY","10002",NA,NA
"Annapurna’s World Vegetarian Café","Albuquerque","NM","87107",NA,NA
"Maoz Vegetarian","Manhattan","NY","10025",40.8048653,-73.9663367
"Paradise Vegetarian Restaurant","San Rafael","CA","94901",NA,NA
"Sarah's Raw & Vegan Cafe","Bend","OR","97701",NA,NA
"Wildflower Earthly Vegan Fare","Millville","NJ","08332",39.39538,-75.03775
"Da Cheng Vegetarian Food Co","El Monte","CA","91731",NA,NA
"Zizi's Vegetarian","Charlotte","NC","28262",35.29581,-80.755135
"Vegan Village","Los Angeles","CA","90019",NA,NA
"Saina Vegetarian Cuisine","Concord","CA","94520",NA,NA
"Long Life Vegetarian Restaurant","Las Vegas","NV","89121",NA,NA
"Shizen Vegan Sushi Bar & Izakaya","San Francisco","CA","94103",NA,NA
"Flore Vegan Restaurant","Los Angeles","CA","90026",NA,NA
"Soul Vegetarian No. 2","Atlanta","GA","30306",NA,NA
"Linda's Vegetarian Village","Philadelphia","PA","19144",NA,NA
"Maoz Vegetarian","Manhattan","NY","10003",40.731048,-73.99322
"Thrive Vegan Cafe - Closed","Freeland","WA","98249",48.009167,-122.52885
"Di Lac Vegetarian Restaurant","San Jose","CA","95148",37.325134,-121.798035
"Fire Spice Vegan Restaurant","Hartford","CT","06105",41.765594,-72.707184
"Golden Mean Vegan Cafe","Santa Monica","CA","90401",34.02423591,-118.491736
"Thai Vegan","Santa Monica","CA","90405",NA,NA
"Sage Vegan Bistro","Pasadena","CA","91105",NA,NA
"Maggies Vegetarian Caf��","Lincoln","NE","68508",NA,NA
"Bo De Vegetarian Restaurant","San Jose","CA","95121",NA,NA
"May's Vegetarian Cafe","Houston","TX","77036",NA,NA
"Govinda's Vegetarian Buffett","Eugene","OR","97404",NA,NA
"Bright Star Thai Vegan","","","91730",NA,NA
"Green New American Vegetarian","","","85006",NA,NA
"Vegetarian Delight Juice Bar","Miramar","FL","33023",25.984268,-80.20762
"Annapurna���s World Vegetarian Caf��","Albuquerque","NM","87111",NA,NA
"Loving Hut Vegan Cuisine","","","92131",NA,NA
"Wildflower Earthy Vegan Fare","Millville","NJ","08332",NA,NA
"Green Seed Vegan","Houston","TX","77004",NA,NA
"Harmony Vegetarian Restaurant","Chamblee","GA","30341",33.884712,-84.28779
"Flore Vegan Restaurant","Los Angeles","CA","90026",34.091252,-118.27939
"Banana Soy Vegan Restaurant","Oakland","CA","94612",NA,NA
"Chickpeas Vegetarian","Los Angeles","CA","90046",NA,NA
"Quan Bo De (vegetarian Restaurant)","Houston","TX","77072",NA,NA
"","Orange","CT","06477",41.271748,-72.99537
"Extreme Pizza","Denver","CO","80209",NA,NA
"","Norwood","MA","02062",42.169624,-71.197525
"Fazoli's","Melbourne","FL","32901",28.088871,-80.621795
"Cafe Ole' - Closed","Flagstaff","AZ","86001",35.194756,-111.64942
"Spageddies","Lafayette","IN","47905",40.417792,-86.829751
"Marco's Pizza Store","Toledo","OH","43608",41.685533,-83.543585
"Jet's Pizza","W Bloomfield","MI","48322",42.541172,-83.36066
"Figaro's Pizza","Sherwood","OH","43556",39.915437,-83.758689
"Caffe Barista","Greensburg","PA","15601",40.303474,-79.54491
"Hemibry Catering","","VA","22191",NA,NA
"Food By Chef Lars","Miami","FL","33155",25.729428,-80.308385
"Penn Station East Coast Subs","Dayton","OH","45420",NA,-84.122674
"Rib Crib","Tulsa","OK","74136",36.04692,-95.922103
"Four Seasons Caterers","Mountain View","CA","94043",NA,NA
"Fazoli's","Phoenix","AZ","85023",33.639667,-112.081912
"Fazoli's Midland Mi - Hours Reviews & More","Midland","MI","48642",43.658661,-84.247337
"Zaika","Iowa City","IA","52240",41.65896,-91.53465
"Taco Del Mar","Snoqualmie","WA","98065",47.52906,-121.872239
"Asian Wind","Lexington","KY","40513",38.005486,-84.57349
"Miami Cafe","Boston","MA","02118",42.341388,-71.075655
"Rocco's Pizza","St. Paul","MN","55104",NA,NA
"T.g.i. Friday's","Newark","NJ","07114",40.748499,-74.18052
"Blue Turtle Bistro - Closed","Savannah","GA","31405",32.02984,-81.09618
"3 Square","New York","NY","10003",40.734675,-73.988356
"Smoothie King","Tustin","CA","92780",33.736737,-117.823597
"Jonny G's Bar Nightclub and Pizzeria","Frisco","CO","80443",NA,NA
"Asia Chinese and Vietnamese Restaurant","Austin","TX","78741",30.216684,-97.74518
"Nellie's Deli","Sutherlin","OR","97479",43.387283,-123.32889
"Potbelly Sandwich Works","Bethesda","MD","20814",38.98216,-77.09544
"Lone Star Steakhouse and Saloon","Aberdeen","NC","28315",35.1289851,-79.4313521
"New York - Clive","Clive","IA","50325",41.6147338,-93.835426
"Julio's Natural Foods Restaurant - Closed","N Miami Beach","FL","33179",25.945496,-80.16941
"Taco Del Mar","Lincoln","NE","68512",40.73963,-96.682626
"Beyond Details Nashville","Nashville","TN","37212",NA,NA
"Signmaker Sign Co","New York","NY","10003",40.729619,-73.988789
"Grandsons","Hammonton","NJ","08037",NA,NA
"Pizza King","Battle Creek","MI","49017",42.323944,-85.165245
"Kobe Japanese Steakhouse - Peachtree City","Peachtree City","GA","30269",33.396777,-84.608635
"Chipotle Mexican Grill","Oak Park","IL","60301",NA,NA
"Bistro On Third","Smithfield","NC","27577",35.510193,-78.34693
"Thai Kitchen Queen Anne","Seattle","WA","98109",47.638634,-122.35695
"Dr. Dawg - Closed","Greenfield","WI","53220",42.95933,-88.00961
"Zero's Subs","Chesapeake","VA","23323",36.780156,-76.336067
"Randy's Restaurant Ice Cream","Scottsdale","AZ","85250",33.50942,-111.91108
"Taco Mayo","Holdenville","OK","74848",35.086784,-96.38828
"Bodhi Tree Cafe","Huntington Beach","CA","92648",33.661003,-117.99888
"So Good! Cottage Cafe - Closed","Cocoa","FL","32922",28.350224,-80.72771
"Ubuntu - Closed","Napa","CA","94559",38.30033,-122.28624
"The Organic Grill","New York","NY","10003",NA,NA
"Rawk Star Cafe","Palm Harbor","FL","34684",NA,NA
"Chameli (closed)","Rosemead","CA","91770",34.0805,-118.0789
"Alfresco","Santa Cruz","CA","95060",36.975487,-122.02638
"Mazzio's Pizza","Neosho","MO","64850",36.854836,-94.384373
"Aladdin's Natural Eatery","Dublin","OH","43017",40.10315,-83.15834
"Longhorn Steakhouse","Rosedale","MD","21237",39.335202,-76.483754
"The Scape Cafe","Lake Placid","NY","12946",44.29601,-74.00114
"On The Border Mexican Grill","Princeton","NJ","08540",40.318323,-74.653697
"Jeannie's","Tulsa","OK","74108",NA,NA
"Jugofresh Santona Corner","Coral Gables","FL","33146",NA,NA
"Morris Organic Farm","Irwin","PA","15642",NA,NA
"Namaste Cafe","New Brunswick","NJ","08901",40.491547,-74.44484
"Fruits Roots","Stuart","FL","34994",27.193054,-80.252914
"Guru The Caterer","Somerville","MA","02144",NA,NA
"Good Greens: Living Foods At Whole Foods Market","Austin","TX","78703",30.27086329,-97.75350349
"Taco Cabana","Dallas","TX","75237",32.6619144,-96.8910434
"Farmers Market","Napili-honokowai","HI","96761",20.954004,-156.68587
"Medoff Produce","New Brunswick","NJ","07621",NA,NA
"The Deck","Northville","MI","48167",NA,NA
"Exit 51 Fruit Stand","Van Alstyne","TX","75495",NA,NA
"Murphy's Deli","Houston","TX","77024",29.7839143,-95.5477632
"Silverlake Juice and Tea","Los Angeles","CA","90026",NA,NA
"Roost","Houston","TX","77019",29.7448471,-95.4071273
"Fontana D'amore","Scottsdale","AZ","85253",NA,NA
"Blossom","Manhattan","NY","10011",40.7455146,-74.00229
"Sunspot","Knoxville","TN","37916",NA,NA
"Manatee Cafe","Saint Augustine","FL","32084",29.91635,-81.34823
"Saravanaa Bhavan","Manhattan","NY","10016",40.741397,-73.983054
"Modmarket","Southlake","TX","76092",32.939716,-97.134766
"'snice","Brooklyn","NY","11215",NA,NA
"Clover Food Lab","Cambridge","MA","02138",NA,NA
"Loving Cafe","Fort Wayne","IN","46825",NA,NA
"Natcheryl's Cafe","Lancaster","CA","93534",NA,NA
"Bee-organic","Great Neck","NY","11021",NA,NA
"Shakey's Pizza","Fresno","CA","93727",36.735702,-119.728383
"Darbar Grill","Philadelphia","PA","19106",39.95027,-75.14637
"Danbys Country Kitchen","Danby","VT","05739",43.346012,-72.99612
"Mazzio's Pizza","Burkburnett","TX","76354",34.081204,-98.560665
"Cafe Mac","Spokane","WA","99201",47.65644,-117.44669
"Loving Hut","San Francisco","CA","94103",NA,NA
"The Bastion - Fairmount/hospital District - Fort Worth","Fort Worth","TX","76110",32.721143,-97.33164
"Kadai Indian Kitchen - Cedar Park","Cedar Park","TX","78613",30.53189,-97.780044
"Bbq Revolution","Austin","TX","78702",NA,NA
"Living Green Fresh Market","Oakland Park","FL","33334",26.189367,-80.12988
"2funguys","Chamblee","GA","30341",NA,NA
"Elevation Burger Ann Arbor","Ann Arbor","MI","48104",42.25613,-83.69284
"Marie Callender's","Las Vegas","NV","89119",36.101462,-115.118513
"Lucky Dog Cafe","Confluence","PA","15424",39.80616,-79.3632
"Taco Del Mar","Vancouver","WA","98664",45.622188,-122.56521
"India's Nepal Oven","Littleton","CO","80123",39.609652,-105.101147
"Corner Bakery Cafe","Salt Lake City","UT","84107",40.635437,-111.88928
"Kinta Restaurant","Portland","OR","97214",45.516451,-122.628877
"Penn Station East Coast Subs","Cincinnati","OH","45247",NA,-84.6060269
"Taco Burrito King","Niles","IL","60714",42.012121,-87.793915
"Bandidos Mexican Cafe","Chapel Hill","NC","27514",35.913596,-79.054631
"Admiral's Experience","San Diego","CA","92139",NA,NA
"Simple Simon's Pizza","Benton","LA","71006",NA,NA
"Ye Olde Dogs Steak House","Tracy","CA","95376",37.7397,-121.42884
"Italian Pie","Fayetteville","NC","28301",35.065176,-78.897156
"Longhorn Saloon","W Yellowstone","MT","59758",44.81669,-111.258575
"Old Chicago","Long Beach","CA","90802",33.767205,-118.192502
"Pi On Sunset","W Hollywood","CA","90069",34.091,-118.384
"Sizzler","Salt Lake City","UT","84115",40.7416234,-111.888262
"Carribean","Brooklyn","NY","11207",40.665048,-73.893971
"Fazoli's (closed)","Kissimmee","FL","34741",28.304582,-81.430813
"The Tomato Bistro","Manayunk","PA","19127",NA,NA
"Picante Mexican Grill","Somerville","MA","02144",42.394453,-71.1210676
"Noodles Company","Oakbrook Terrace","IL","60181",41.846592,-87.97894
"Sonny's Real Pit Bar-b-q","Clewiston","FL","33440",NA,NA
"Big Panda","Sarasota","FL","34233",27.267515,-82.46091
"","Goodlettsville","TN","37072",36.322063,-86.702805
"Western Sizzlin","Marion","IL","62959",37.741158,-88.94829
"Happy Curry Foods - Closed","Salem","OR","97301",44.937576,-123.03695
"Pizza Pro","Mt Ida","AR","71957",NA,NA
"Stuft Pizza","Salinas","CA","93905",36.68,-121.606267
"Broadway Pizza King","Anderson","IN","46012",NA,NA
"Sicily's Pizza - Wasilla","Wasilla","AK","99654",61.5821566,-149.4603897
"Cool River Cafe","Greenwood Village","CO","80111",39.623024,-104.8962
"Wholesome Fast Food","Cottonwood","AZ","86326",34.726612,-112.00857
"Fazoli's","St Joseph","MO","64506",39.763266,-94.803837
"","Somerset","NJ","07067",40.494778,-74.46346
"Subzero Ice Cream Yogurt","","FL","33036",24.925686,-80.62584
"Meme's Cafe","Springdale","UT","84767",37.188557,-113.000114
"Blue Plate Bistro","Avon","CO","81620",NA,NA
"The Nook Cafe Sweetery - Closed","Lebanon","OH","45036",39.435036,-84.20788
"The Pita Pit","Nashville","TN","37201",36.162468,-86.77585
"Longhorn Steakhouse","Jonesboro","GA","30236",33.539693,-84.36513
"Wainwright Michael","Great Barrington","MA","01230",42.21501,-73.344
"Royal Thai","Heath","OH","43056",40.02532,-82.44658
"Ribcrib","Bixby","OK","74008",35.976597,-95.8866
"Abel Blood's Pub Restaurant","Dover Foxcroft","ME","04426",NA,NA
"Loaf Ladle","Sandpoint","ID","83864",48.27232,-116.54922
"Market Bistro","Buckhannon","WV","26201",38.993732,-80.229836
"Austin Woodworks","Austin","TX","78702",30.25873,-97.69995
"Mazzio's Pizza","Brandon","MS","39047",32.356097,-90.0133479
"Sunlower","Falls Church","VA","22044",38.87097,-77.15481
"Old Chicago","Seattle","WA","98101",47.6090457,-122.3340697
"Scratch Event Catering","Centerville","OH","45459",NA,NA
"Pizza Ranch","Lake Mills","IA","50450",NA,NA
"Fazoli's","Wausau","WI","54401",44.941972,-89.649213
"Savyon Cafe","Los Angeles","CA","90035",34.0528863,-118.3745217
"Green Gourmet To Go","Bridgeport","CT","06605",41.156116,-73.2287
"Eat To Total Health","N Adams","MA","01247",42.698418,-73.11039
"Godfather's Mason City Ia - Hours Reviews & More","Mason City","IA","50401",43.147705,-93.16861
"Mango (closed)","St Louis","MO","63119",38.581699,-90.320781
"Touch of India - Birmingham","Birmingham","MI","48009",42.5467905,-83.2117779
"Straw Hat Pizza","Pacifica","CA","94044",37.610176,-122.480682
"Black Angus Steakhouse","Deerfield Beach","FL","33441",26.333566,-80.089067
"Royal Tandoor","Santa Clarita","CA","91350",34.428158,-118.536316
"Daphne's Greek Cafe","Monrovia","CA","91016",34.140561,-118.019136
"Mongolian Barbecue","Austin","TX","78753",30.36138,-97.698
"Hamilton's Steak & Seafood","Logan","UT","84341",41.776373,-111.83398
"Sanzab","Los Angeles","CA","90046",34.09803,-118.3505195
"Mother's Cantina","Ocean City","MD","21842",38.3571499,-75.0748605
"Bamboo China Thai Bistro","Marietta","GA","30062",33.98473,-84.42233
"Papa Bear's Restaurant","Lake Havasu City","AZ","86403",34.4669457,-114.3363109
"Bertucci's Brick Oven Pizzeria","Wilmington","DE","19803",39.80382,-75.54854
"Attilio's Restaurant & Pizza","Long Branch","NJ","07740",NA,NA
"Garbanzo Mediterranean Grill - Closed","Columbia","MD","21045",39.194534,-76.81817
"Wang Chunju Seafood Restaurant","Brooklyn","NY","11220",40.637494,-74.00735
"K G Indian Food Cuisine","Sacramento","CA","95825",38.595914,-121.414448
"Hometown Buffet","Ballwin","MO","63021",38.5904595,-90.5199236
"Red Apple","Brooklyn","NY","11231",40.6830331,-73.9955718
"Taco Del Mar","Monroe","WA","98272",47.859015,-121.969285
"Satellite Coffee - University Heights - Albuquerque","Albuquerque","NM","87106",35.080862,-106.620654
"Cafe Sunflower - Buckhead","Atlanta","GA","30309",33.8124918,-84.3924945
"Qdoba Mexican Grill","Englewood","CO","80110",NA,NA
"Antoine's Cafe","San Clemente","CA","92672",33.426643,-117.61176
"Lan's Vietnamese Cuisine","Santa Fe","NM","87505",35.659035,-105.98164
"Natural Cafe Goleta","Goleta","CA","93117",34.435966,-119.8287
"Wild Flour","Lawrenceville","NJ","08648",40.29843,-74.72927
"Creations In Catering","Honolulu","HI","96817",21.321591,-157.873224
"Claim Jumper","Fresno","CA","93720",36.852963,-119.790778
"Moses Falafel - Downtown - Austin","Austin","TX","78705",30.282815,-97.744746
"Pizza Pro","Hartville","MO","65667",37.250922,-92.510252
"Chicken Al Mattone - Frisco","Frisco","TX","75034",33.1748397,-96.8382757
"Flatbread Company","Bedford","MA","01730",42.50128,-71.23554
"Tubby's Grilled Submarines","Clinton Township","MI","48036",42.573511,-82.889305
"Smoothie King","Fort Worth","TX","76116",32.741168,-97.43383
"Pizza Pro","Mendenhall","MS","39114",31.987236,-89.884144
"Tubby's Grilled Submarines","Madison Heights","MI","48071",42.476159,-83.1048575
"Pizza Pro of Katy","Houston","TX","77084",29.8103946,-95.7203772
"Mr Jim's Pizza","Royse City","TX","75189",32.968955,-96.33174
"","Durham","NC","27713",35.89096,-78.89637
"Buck's Pizza","Cape Coral","FL","33914",26.560692,-82.008011
"Well Bento","Honolulu","HI","96826",NA,NA
"Cinco - Dublin","Dublin","OH","43017",40.0990899,-83.1229709
"Smoothie King","Tomball","TX","77375",30.0835123,-95.6309541
"Simple Simon's Pizza","Blackwell","OK","74631",36.811438,-97.29916
"Lebanese Chicken - Hamtramck","Hamtramck","MI","48212",42.397857,-83.058671
"Lou Malnati's Pizzeria","Lake Zurich","IL","60047",42.17682,-88.07657
"Beirut Bakery","Redford","MI","48239",42.38544,-83.29441
"Martin's Capitol Cafe","Roswell","NM","88201",33.396375,-104.52288
"Garden Gourmet","Santa Monica","CA","90401",34.0102935,-118.4962621
"T-bones of Laconia","Laconia","NH","03246",43.55779,-71.45503
"Souper Salad (closed)","Boston","MA","02110",NA,NA
"Freddy's Frozen Custard - Euless","Euless","TX","76039",32.876989,-97.098498
"La Herencia Cafe","Saint Augustine","FL","32084",29.891846,-81.31161
"P.f. Chang's China Bistro","Mc Lean","VA","22102",38.92185,-77.222979
"Pizza Pro","Barlow","KY","42024",37.052741,-89.047006
"Happy Buddha","Boston","MA","02111",NA,NA
"Jones","Gainesville","FL","32609",29.67389,-82.320564
"Firehouse Subs","Jacksonville","FL","32225",30.320867,-81.460161
"Nacos Tacos","San Jose","CA","95116",37.354996,-121.85088
"Godfather's Pizza","Merrillville","IN","46410",NA,NA
"Laredos Mexican Bar & Grill - Marietta","Marietta","GA","30066",33.994358,-84.51082
"360 Catering and Events","Fort Worth","TX","76110",NA,NA
"Simple Simon's Pizza","Morrison","OK","73061",36.383549,-97.067692
"Terra 47","New York","NY","10003",40.7333873,-73.991501
"Taco Del Mar","Sacramento","CA","95834",38.643895,-121.476818
"Hanco's","Brooklyn","NY","11201",40.6866849,-73.9901054
"Uno Chicago Grill","Homestead","PA","15120",40.4115,-79.9147
"Jim Waldron Pontiac Buick","Davison","MI","48423",43.034836,-83.51798
"Diehl's Restaurant","Nitro","WV","25143",38.41027,-81.84423
"Figaro's Pizza","Oregon City","OR","97045",45.336166,-122.605316
"Dancing Bear Appalachian Bistro","Townsend","TN","37882",35.678356,-83.78087
"Bombay Sweets","Brookfield","WI","53045",43.036025,-88.155697
"","Harvey","LA","70058",29.87587,-90.04636
"Moody's","Truckee","CA","96161",39.328488,-120.184001
"Grand Shanghai","Edison","NJ","08817",40.509164,-74.389056
"Number One Chinese Restaurant","New Haven","CT","06513",41.32095,-72.864927
"Cafe Fino Express","Dallas","TX","75230",32.9013692,-96.7721365
"Doyle's Cedar Hill Restaurant","Murphy","NC","28906",35.10179,-84.01942
"College Drive Cafe","","CO","81301",37.26849,-107.87385
"P.f. Chang's","Westbury","NY","11590",40.746817,-73.594683
"Tak Luck Restaurant","Brooklyn","NY","11205",40.694868,-73.952944
"Acapulco","Sophia","WV","25921",37.728313,-81.242126
"Milio's Sandwiches","St Paul","MN","55124",44.731651,-93.200251
